Review	Original	Predicted	NIST	BLEU	METEOR
os chocalhos não fazem praticamente nenhum barulho para o bebê reconhecer os movimentos 	chocalho que não faz barulho 	 não é o produto	0.4705596416553929	0.06257106818159155	0.10204081632653061
o jogo é nota americanas deveriam proibir comentários de quem não comprou a dos do xbox chegou ao nivel de virem avaliar o game negativamente quem tiver na duvida vá ao youtube e procure as criticas o jogo é incrível 	ótimo 	 chave de ouro	0.0	0	0.0
a qualidade da camera não é boa comprei pelo uso da caneta que me ajuda muito 	o produto é razoavel 	 bom	0.0	0	0.0
gostaria primeiramente de elogiar a americanas pela rapidez na entrega e depois pelo produto cd e dvd maravilhoso 	maravilhoso 	 excelente	0.0	0	0.0
ótimo produto perfeito estado entrega dentro do prazo 	otimo 	 ótimo produto	0.0	0	0.0
vale viajar na leitura dessa coleção são cinco livros com uma linguagem agradável e que leva o leitor a ter conhecimento da personalidade de jesus lo e aprender muito com ele 	muito bom os livros da coleção 	 ótimo custo benefício	0.0	0	0.0
excelente imagem mesmo nos canais que não são hd fácil interação com o controle remoto simplificado estou satisfeito por enquanto 	excelente tv 	 muito bom	0.0	0	0.0
produto parece bom vou utilizá lo e verificar seu funcionamento no decorrer dos dias 	gostei do produto 	 bom produto	0.39624062518028896	0.09069748827745895	0.17241379310344826
ainda não utilizei ele então não tenho como avaliar o seu desempenho só tive problemas com a entrega que não foi na data marcada e não me avisaram qual seria a nova data acabei tendo que ir aos correios para retirar o produto 	bom produto 	 não gostei	0.0	0	0.0
produto com defeito parece que foi colado errado a tentaram arrumar e ficou com uma falha na colagem não recomendo 	produto com defeito 	 produto com defeito	1.5849625007211563	0.5623413251903491	0.9814814814814815
sapato muito bonito confortável e moderno além disso passa muita segurança ao andar para quem quer comprar recomendo que por comprar um número maior que o seu tamanho usual para não ficar apertado 	sapato confortável 	 ótimo	0.0	0	0.0
kd meu jogo pensava que tinha comprado na pré venda decepção 	quero jogar 	 péssimo	0.0	0	0.0
não e confiavel não gostei 	não gostei pq não foi que eu comprei 	 não gostei	0.0007568068009865041	0.015744053406497194	0.13513513513513511
dei o tênis para meu neto pedro de anos que gostou muito da cor falou que era o tênis do bombeiro além do mais é bonito e confortável boa durabilidade recomendo 	bonito 	 excelente custo benefício	0.0	0	0.0
produto chegou em excelente estado a mesa é simplesmente linda e fácil de montar 	produto excelente 	 excelente	0.1319049988210938	0.06541924356118012	0.2631578947368421
comprei para dar de presente para uma amiga que irá casar ela achou muito lindo e ficou bem feliz 	muito bom 	 excelente produto	0.0	0	0.0
o produto apresentou um gosto ruim na água a torneira descascou saindo o brilho e pinga constantemente sendo necessário apertar muito correndo risco de perder o 	não foi oque esperava 	 não é o produto de uso	0.3333333333333333	0.040824829046386304	0.11904761904761905
o produto é muito muito muito ruim não comprem perdi meu dinheiro 	comprei dois kits e nenhum dos 	 produto com defeito	0.0	0	0.0
não recebi o produto é ninguém sabe me informar o que aconteceu com ele 	não recebi o produto 	 não recebi o produto	2.0	1.0	0.9921875
chegou no prazo muito bom atendeu minhas expectativas 	muito bom atendeu as minhas expectativas 	 ótimo produto	0.0	0	0.0
lojas americanas de parabéns entrega antes do prazo de entrega 	gostei muito do produto 	 excelente	0.0	0	0.0
o celular é muito bom ótimas bom desempenho e muito lindo um celular muito top comprei por um ótimo valor e chegou quase dias antes do prazo tudo perfeito recomendo vale muoto apena 	me surpreendeu o produto excelente 	 amei o produto	0.5151756252683922	0.12336445138236939	0.39062499999999994
excelente produto recomendo para o demais clientes 	otimo produto 	 excelente	0.0	0	0.0
tudo certo com o produto padrão de entrega americanas com sempre super rápido o produto é ótimo 	show 	 excelente	0.0	0	0.0
produto bom foi instalado mas precisou de alguns ajustes 	produto bom 	 bom	0.1319049988210938	0.06541924356118012	0.2631578947368421
produto mal pintado madeira frágil falta de respeito com o consumidor acredito q as americanas ter outro parceiro para este produto 	ñ gostei arrependido 	 não gostei	0.39624062518028896	0.09069748827745895	0.17241379310344826
muito interativo meu bebe adorou fica muito tempo nele brincando com os bichinhos produto seguro fixa perfeitamente no chao nao desliza super recomendo podem comprar sem medo 	produto muito bom 	 livro muito bom	1.0566416671474375	0.24028114141347542	0.625
além de demorar a entrega o produto não me agradou ja usei este perfume e não é o mesmo não adere na pele a fragrância e super fraca você usa dali algumas horas ele sai não recomendo a aquisição do mesmo 	além da entrega muito o perfume não me agradou 	 produto com defeito	0.0	0	0.0
parabéns americanas assim atenciosamente ótimo entrega rápido e eficaz 	produto muito bom 	 excelente	0.0	0	0.0
o produto é de qualidade e realmente é antiaderente 	excelente produto 	 bom	0.0	0	0.0
comprei esse produto sendo que na discrição diz ser farol alto e baixo chegou dois par de faróis sendo o dois farol alto então por esse motivo não recomendo a compra está como propaganda enganosa fora o frete que custa quase o valor do produto experiencia de compra não foi boa 	erro de produto 	 propaganda enganosa	0.0	0	0.0
comprei a pulseira tamanho errado e entrei em contato diretamente com a loja atendimento do alexandre nota enviei o produto errado e recebi o correto em menos de semana atendimento eficaz e cortes recomendo muito a loja 	serviço espetacular da loja 	 péssimo	0.0	0	0.0
fiz uma ótima escolha produto excelente e chegou ates da data prevista 	ótimo produto 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
ótima leitura para quem quer trabalhar com equipes e grupos 	muito bom 	 gostei do produto	0.0	0	0.0
vocês avisam que é até kg mais meu filho tem kg e não deu certo ficou extremamente pequeno para ele 	não recomendavel para criança com mais de kg 	 não gostei	0.0004540840805919024	0.007444903200446295	0.06756756756756756
nunca tive problemas com produto nenhum da americanas e esse é o primeiro fiz um questionamento para a loja revendedora e eles me responderam com um simples ponto final lojas como essa sujam a imagem tão boa que tenho da americanas a mesma deveria rever seus parceiros 	descaso com o consumidor 	 bom	0.0	0	0.0
chegou dentro do prazo com as peças conforme descrição eu só achei a qualidade do produto baixa nem tudo é branquinho como na foto percebe se um branco puxado pra cor argila nas bordas mas nada que deixou o item feio pelo preço eu voltaria a comprar se precisasse 	recomendo mas não é dos melhores 	 gostei do produto	0.0	0	0.08771929824561403
péssima qualidade do material e vem com parafusos enferrujados 	e 	 não é o dinheiro de uso	0.0	0	0.0
não consegui assistir um capitulo em cada dia assisti tudo em apenas três dias 	envolvente 	 não gostei	0.0	0	0.0
nem recebi o produto como vende um produto sem ter ele no estoque 	ruim 	 não recebi o produto	0.0	0	0.0
o aparelho inicialmente estava funcionando perfeitamente e de repente o touchscreen parou de funcionar e não consigo fazer nada no aparelho sem contar que para conseguir entrar em contato com a central de atendimento das lojas americanas site é um caos estou insatisfeita com o produto e com o atendimento espero que essa situação se 	não faz nem mês de uso já está com defeito 	 não é o frete	0.024098618985253086	0.017926911178691992	0.05319148936170213
não gostei muito pequenas tbm não veio com as tampas das repartições por isso não recomendo 	decepcionado 	 não gostei	0.0	0	0.0
parabéns a lojas americanas o produto chegou bem antes do prazo chegou certinho e sem nenhum defeito primeira compra de muitas o celular é bom ótimo para rede sociais música e eu gostei muito da câmera mesmo sendo mp traseira e mp frontal é boa e o flash facilita bastante obrigado 	bom recomendo 	 excelente	0.0	0	0.0
um bom produto o qual com sua marca e seu preço acredito que não poderia ter qualidade inferior 	satisfeito com a aquisição 	 bom	0.0	0	0.0
atendeu todas as minhas expectativas indico esse produto muito 	maravilhoso 	 excelente	0.0	0	0.0
achei um ótimo produto antiaderente de excelente qualidade 	ótimo produto 	 ótimo produto	1.0	0.316227766016838	0.9375
achei muito fragil acho que nao escolhi a marca certa mas e 	muito fragil 	 não gostei	0.0	0	0.0
produto de otima qualidade recomendo a todos este produto 	produto silicone spray 	 excelente	0.0	0	0.0
meu filho adorou e eu também é um jogo pra toda a família 	interativo e educativo 	 excelente	0.0	0	0.0
a qualidade de impressão é realmente boa o produto atendeu minhas expectativas 	gostei muito do produto 	 ótimo produto	0.1319049988210938	0.05501080739920602	0.13157894736842105
gostei chegou dentro do prazo ainda não deu tempo para o produto fazer efeito mais recomendo 	gostei do produto 	 bom	0.0	0	0.0
ótimo o celular recomendo a entrega foi muito rapido 	muito bom 	 ótimo produto	0.0	0	0.0
design maravilhoso qualidade de imagem impecável entrega super rápida 	adorei o produto 	 amei o produto	1.0566416671474375	0.24028114141347542	0.625
imagem perfeita produto perfeito recomendo para quem quer uma imagem ao ambiente de apartamentos pequenos 	imagem das imagens 	 excelente	0.0	0	0.0
não gostei do áudio muito frágil achei a antiga que eu tinha muito melhor 	já foi melhor 	 bom	0.0	0	0.0
muito bom entrega super rápida o produto vem com um jogo e com dias para jogar on line grátis 	gostei muito entrega super rápida 	 muito bom	0.033688423633228826	0.03336574130316504	0.10638297872340426
o produto é bom e recomendaria a amigos o produto é bom e recomendaria a amigos o produto é bom e recomendaria a amigos 	bom 	 bom produto	0.0	0.1495348781221221	0.45454545454545453
super recomendo amei ele é lindo leve maravilhoso 	ótimo 	 amei	0.0	0	0.0
produto original bem acondicionado e entrega rápida 	recomendado 	 gostei do produto	0.0	0	0.0
o produto correspondeu com as minhas expectativas 	produto de ótima qualidade 	 gostei do produto	0.4702928248875754	0.0814136751754278	0.12820512820512822
produto não funciona não liga muito insatisfeito produto aí funciona ruim mesmo estou arrependido 	não gostei do produto 	 produto com defeito	0.4702928248875754	0.0814136751754278	0.12820512820512822
superou minha expectativa produto de ótima qualidade 	otimo produto 	 ótimo produto	0.5	0.1495348781221221	0.25
recomendo adorei imagem perfeita som muito bom tbm de muita qualidade melhor presente que me dei 	ótima qualidade 	 excelente	0.0	0	0.0
cool cool cool cool cool 	cool 	 bom produto	0.0	0	0.0
excelente aparelho pesquisei muito antes de compra lo e estou satisfeito 	ótimo custo benefício 	 ótimo produto	0.39624062518028896	0.09069748827745895	0.17241379310344826
adorei não machuca o rosto gostei mesmo já usei duas vezes eu recomendo que comprem não vão se arrepender 	muito bom 	 excelente produto	0.0	0	0.0
recomendo sumiram tds pulgas e carrapatos dos tbm da 	muito bom 	 excelente	0.0	0	0.0
recomendo este produto muito bom atendeu minhas expectativas 	gostei muito 	 ótimo produto	0.0	0	0.0
comprei um canto alemão da ciamob veio faltando muitas peças saco de parafusos manual de montagem os caras não respondem meus email parece que estão cagando para o problema desrespeito ao cliente ao máximo paulo sérgio 	canto 	 não gostei	0.0	0	0.0
gostei do produto e tbm a entrega foi rápida parabéns 	produto excelente adorei 	 ótimo produto	0.39624062518028896	0.09069748827745895	0.17241379310344826
lindo o quadro a entrega foi super rápida e o preço ótimo 	lindo quadro 	 amei	0.0	0	0.0
o materia é um pouco mais do que eu imaginava e as peças duras para encaixar fiquei com medo de quebrar mas depois de montado com os livros ficou bem legal 	atendeu as expectativas 	 bom	0.0	0	0.0
compra feita com seguranca entrega no prazo produto bem embalado sem danos pagamento facilitado 	gostei do produto 	 livro muito bom	0.0	0	0.0
excelente produto de facil encaixe muito pratico 	excelente recomendo a todos magnifico 	 excelente	4.19632592148615e-05	0.003257032351754417	0.10869565217391304
ótimo custo pelos filmes realmente vale muito a pena 	muito bom 	 ótimo custo benefício	0.0	0	0.0
produto maravilhoso fiz uma boa compra nao mim arrependi preço a usa tanto no quente como no frio cumpre co que promete recebir o produto muito do prazo de entrega estimada to muito satisfeito chegou na hora certa do frio mesmo 	produto excelente 	 ótimo produto	0.5	0.1495348781221221	0.25
o note supre as necessidades a qual se destina maquina bonita leve n tem leitor de cartoes sd porem tem bluetooth bateria de longa duraçao recomendo 	produto de bom custo beneficio 	 bom	4.19632592148615e-05	0.003257032351754417	0.10869565217391304
